,Date,Position,Trend,Title,Artist,Streams,Icon_URL,Spotify_URL
0,2018-01-07,1,Flat,rockstar,Post Malone,3814379,https://i.scdn.co/image/ab67616d00004851345f823b6c1dbd3b4cc7b382,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
1,2018-01-07,2,Flat,Havana,Camila Cabello,3440157,https://i.scdn.co/image/ab67616d00004851d93cf4d07ba50d7b32ca7c44,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
2,2018-01-07,3,Flat,River (feat. Ed Sheeran),Eminem,2899834,https://i.scdn.co/image/ab67616d00004851255191ed87a907d362b43f19,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
3,2018-01-07,4,Flat,New Rules,Dua Lipa,2707764,https://i.scdn.co/image/ab67616d000048516b915e407b70e121e06fe979,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,2018-01-07,5,Flat,Wolves,Selena Gomez,2651342,https://i.scdn.co/image/ab67616d0000485110368f28dac3b838770f985c,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
5,2018-01-07,6,Up,Him & I (with Halsey),G-Eazy,2426258,https://i.scdn.co/image/ab67616d00004851046527a9c176f7c2916f3530,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
6,2018-01-07,7,Down,Échame La Culpa,Luis Fonsi,2424295,https://i.scdn.co/image/ab67616d000048510ac9a58447dfccc5127248e0,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
7,2018-01-07,8,Up,Perfect,Ed Sheeran,2370109,https://i.scdn.co/image/ab67616d00004851ba5db46f4b838ef6027e6f96,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
8,2018-01-07,9,Down,Let You Down,NF,2317764,https://i.scdn.co/image/ab67616d0000485139e85b6ae069d1e25bbc89df,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
9,2018-01-07,10,Up,Finesse - Remix; feat. Cardi B,Bruno Mars,2299753,https://i.scdn.co/image/ab67616d0000485147e522adf030a78615cdea06,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
10,2018-01-07,11,Down,What Lovers Do (feat. SZA),Maroon 5,2159467,https://i.scdn.co/image/ab67616d000048519ccf08d3f74b36b7880522b5,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
11,2018-01-07,12,Flat,Too Good At Goodbyes,Sam Smith,2051873,https://i.scdn.co/image/eb645ad7342e0f34817e16d9d4061c3b5e374d4c,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
12,2018-01-07,13,Down,Shape of You,Ed Sheeran,2010547,https://i.scdn.co/image/ab67616d00004851ba5db46f4b838ef6027e6f96,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
13,2018-01-07,14,Up,I Fall Apart,Post Malone,1979704,https://i.scdn.co/image/23bae95100dcb6ac8f88c19fa2a11c50a998a926,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
14,2018-01-07,15,Down,Silence,Marshmello,1974263,https://i.scdn.co/image/ab67616d00004851f33ba583059dc2f7d08bf2b8,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
15,2018-01-07,16,Flat,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1938325,https://i.scdn.co/image/ab67616d00004851af6b2fca3b6e24612a5fe5d8,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
16,2018-01-07,17,Up,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,1882269,https://i.scdn.co/image/ab67616d00004851dbdc892395413def043e0655,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
17,2018-01-07,18,Flat,Corazón,Maluma,1834817,https://i.scdn.co/image/ab67616d000048516876ec811b26ba2094565b34,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
18,2018-01-07,19,Down,Gucci Gang,Lil Pump,1834657,https://i.scdn.co/image/ab67616d00004851d52ef190ae5253eb2c3c764c,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
19,2018-01-07,20,Flat,No Limit,G-Eazy,1760255,https://i.scdn.co/image/ab67616d00004851046527a9c176f7c2916f3530,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
20,2018-01-07,21,Up,Bartier Cardi (feat. 21 Savage),Cardi B,1664093,https://i.scdn.co/image/ab67616d000048518cb4b5d8ae71725b96b8907c,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
21,2018-01-07,22,Up,Dusk Till Dawn - Radio Edit,ZAYN,1646425,https://i.scdn.co/image/ab67616d0000485123852b7ef0ecfe29d38d97ee,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
22,2018-01-07,23,Up,Sensualidad,Bad Bunny,1571707,https://i.scdn.co/image/ab67616d00004851c0ca1263b2966ddff794d3bb,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
23,2018-01-07,24,Up,All The Stars (with SZA),Kendrick Lamar,1566099,https://i.scdn.co/image/766899a8ce2ece76cd2ba251e0d61a0412293941,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr
24,2018-01-07,25,Up,I Miss You (feat. Julia Michaels),Clean Bandit,1559732,https://i.scdn.co/image/ab67616d000048518341ce7a7a1f4ab4182823d5,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
25,2018-01-07,26,Down,Downtown,Anitta,1555249,https://i.scdn.co/image/ab67616d000048518c6b830c36c7b4ac43c3cee8,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
26,2018-01-07,27,Flat,Criminal,Natti Natasha,1551110,https://i.scdn.co/image/ab67616d000048515f3f4af0d3e662247a7d8cff,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
27,2018-01-07,28,Up,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1527915,https://i.scdn.co/image/ab67616d000048511ba5682505dd6e2592b16e41,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
28,2018-01-07,29,Down,Filthy,Justin Timberlake,1524275,https://i.scdn.co/image/ab67616d00004851d94b34e7de628ab9dddcd7b4,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
29,2018-01-07,30,Flat,Thunder,Imagine Dragons,1487583,https://i.scdn.co/image/ab67616d000048517956bd9a3d7a15e4c2e37cc6,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
30,2018-01-07,31,Up,Young Dumb & Broke,Khalid,1419000,https://i.scdn.co/image/ab67616d00004851988ede5e1276e758b5f9e577,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
31,2018-01-07,32,Flat,XO Tour Llif3,Lil Uzi Vert,1412039,https://i.scdn.co/image/ab67616d0000485141b41e6f7924e530a9b00f9c,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
32,2018-01-07,33,Down,How Long,Charlie Puth,1403056,https://i.scdn.co/image/ab67616d00004851872353e715cccea67fe3de91,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
33,2018-01-07,34,Flat,Candy Paint,Post Malone,1374870,https://i.scdn.co/image/ab67616d00004851bf95d2beddffbdb488310f67,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
34,2018-01-07,35,Up,Congratulations,Post Malone,1325533,https://i.scdn.co/image/23bae95100dcb6ac8f88c19fa2a11c50a998a926,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
35,2018-01-07,36,Down,Déjala que vuelva (feat. Manuel Turizo),Piso 21,1322802,https://i.scdn.co/image/ab67616d000048514ed4c2e64f7bf0977aa70b42,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
36,2018-01-07,37,Down,Mi Gente,J Balvin,1318813,https://i.scdn.co/image/ab67616d00004851996bd1ea86bd3815eedfeef5,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
37,2018-01-07,38,Down,Feel It Still,Portugal. The Man,1305153,https://i.scdn.co/image/ab67616d00004851af52c228c9619ff6298b08cd,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
38,2018-01-07,39,Down,Unforgettable,French Montana,1282810,https://i.scdn.co/image/ab67616d000048518a31195a371b2233456f6c07,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
39,2018-01-07,40,Flat,Se Preparó,Ozuna,1275427,https://i.scdn.co/image/ab67616d00004851b0a875d7f1bfe4ec4aaffa48,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
40,2018-01-07,41,Flat,Ric Flair Drip (& Metro Boomin),Offset,1252704,https://i.scdn.co/image/ab67616d000048510f206fe737d46f2f2d826d83,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
41,2018-01-07,42,Up,Never Be the Same,Camila Cabello,1225215,https://i.scdn.co/image/ab67616d00004851e2fd4f9a7ae81c89a204e26b,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
42,2018-01-07,43,Up,1-800-273-8255,Logic,1221126,https://i.scdn.co/image/08f9ccb7875a87c07c79c1ccd5319263786c55ea,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
43,2018-01-07,44,Down,Anywhere,Rita Ora,1219050,https://i.scdn.co/image/ab67616d000048517a642f7a662f4c94683ac038,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
44,2018-01-07,45,Down,HUMBLE.,Kendrick Lamar,1215970,https://i.scdn.co/image/ae1f239b41e9604a66eb900834c6887cd2f62ff1,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
45,2018-01-07,46,Up,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1203850,https://i.scdn.co/image/ab67616d000048512bfb97c135445f83927049ca,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
46,2018-01-07,47,Down,Mayores,Becky G,1189827,https://i.scdn.co/image/ab67616d00004851b5983d639fd953deb3c99848,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
47,2018-01-07,48,Flat,Stargazing,Kygo,1146551,https://i.scdn.co/image/ab67616d00004851a333559091297eda04eba27c,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
48,2018-01-07,49,Flat,Me Rehúso,Danny Ocean,1144533,https://i.scdn.co/image/ab67616d00004851a75bd33684083600569dd3bf,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
49,2018-01-07,50,Up,LOVE. FEAT. ZACARI.,Kendrick Lamar,1106208,https://i.scdn.co/image/ae1f239b41e9604a66eb900834c6887cd2f62ff1,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
50,2018-01-07,51,Flat,Bank Account,21 Savage,1053489,https://i.scdn.co/image/ab67616d00004851ac3c0aecec76cd7b5a54795e,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
51,2018-01-07,52,Down,Man's Not Hot,Big Shaq,1022102,https://i.scdn.co/image/ab67616d00004851e297a281788cf46e9094a2ca,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
52,2018-01-07,53,Down,Attention,Charlie Puth,1020984,https://i.scdn.co/image/ab67616d00004851db21a273452f0637cdbc35aa,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
53,2018-01-07,54,Up,Codeine Dreaming (feat. Lil Wayne),Kodak Black,1020780,https://i.scdn.co/image/ab67616d000048518e3046e13f253a208519b21a,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
54,2018-01-07,55,Up,Sorry Not Sorry,Demi Lovato,991524,https://i.scdn.co/image/ab67616d00004851ec9c72308e30e7aa1d22b37d,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
55,2018-01-07,56,Up,All Falls Down (feat. Juliander),Alan Walker,990755,https://i.scdn.co/image/ab67616d00004851206fdebc66bd04d9913f035d,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
